Name,URL,Description,Language,Stars,Archived
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.,Rust,52796,False
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,,Python,98662,False
imputnet/cobalt,https://github.com/imputnet/cobalt,best way to save what you love,Svelte,35706,False
public-apis/public-apis,https://github.com/public-apis/public-apis,A collective list of free APIs,Python,361739,False
mbadolato/iTerm2-Color-Schemes,https://github.com/mbadolato/iTerm2-Color-Schemes,"Over 400 terminal color schemes/themes for iTerm/iTerm2. Includes ports to Terminal, Konsole, PuTTY, Xresources, XRDB, Remmina, Termite, XFCE, Tilda, FreeBSD VT, Terminator, Kitty, MobaXterm, LXTerminal, Microsoft's Windows Terminal, Visual Studio, Alacritty, Ghostty, and many more",Shell,25926,False
521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",Python,125467,False
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.",Zig,34287,False
catppuccin/kde,https://github.com/catppuccin/kde,🌻 Soothing pastel theme for KDE,Shell,661,False
Snipaste/feedback,https://github.com/Snipaste/feedback,Feedback & wiki for Snipaste https://snipaste.com,N/A,3315,False
open-webui/open-webui,https://github.com/open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",JavaScript,106994,False
bulletmark/libinput-gestures,https://github.com/bulletmark/libinput-gestures,Actions gestures on your touchpad using libinput,Python,4050,False
tmux-plugins/tmux-sensible,https://github.com/tmux-plugins/tmux-sensible,basic tmux settings everyone can agree on,Shell,1980,False
omerxx/tmux-floax,https://github.com/omerxx/tmux-floax,The missing floating pane for Tmux,Shell,642,False
wfxr/tmux-power,https://github.com/wfxr/tmux-power,🎨 Tmux powerline theme,Shell,626,False
wfxr/tmux-fzf-url,https://github.com/wfxr/tmux-fzf-url,🚀 Quickly open urls on your terminal screen!,Shell,607,False
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched",Python,30826,False
lobehub/lobe-chat,https://github.com/lobehub/lobe-chat,"🤯 Lobe Chat - an open-source, modern design AI chat framework. Supports multiple AI providers (OpenAI / Claude 4 / Gemini / DeepSeek / Ollama / Qwen), Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application.",TypeScript,64582,False
codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,Master programming by recreating your favorite technologies from scratch.,Markdown,411554,False
langchain-ai/langsmith-sdk,https://github.com/langchain-ai/langsmith-sdk,LangSmith Client SDK Implementations,Python,616,False
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,Build resilient language agents as graphs.,Python,17411,False
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",TypeScript,34762,False
papers-we-love/papers-we-love,https://github.com/papers-we-love/papers-we-love,Papers from the computer science community to read and discuss.,Shell,97211,False
bytebase/bytebase,https://github.com/bytebase/bytebase,"World's most advanced database DevSecOps solution for Developer, Security, DBA and Platform Engineering teams. The GitHub/GitLab for database DevSecOps.",Go,12880,False
timschneeb/awesome-shizuku,https://github.com/timschneeb/awesome-shizuku,Curated list of awesome Android apps making use of Shizuku,N/A,6324,False
Genesis-Embodied-AI/Genesis,https://github.com/Genesis-Embodied-AI/Genesis,A generative world for general-purpose robotics & embodied AI learning.,Python,27067,False
omerxx/tmux-sessionx,https://github.com/omerxx/tmux-sessionx,"A Tmux session manager, with preview, fuzzy finding, and MORE",Shell,1020,False
tmux-plugins/tpm,https://github.com/tmux-plugins/tpm,Tmux Plugin Manager,Shell,13401,False
folke/lazy.nvim,https://github.com/folke/lazy.nvim,💤 A modern plugin manager for Neovim,Lua,18552,False
GNS3/gns3-gui,https://github.com/GNS3/gns3-gui,GNS3 Graphical Network Simulator,Python,2414,False
FunAudioLLM/CosyVoice,https://github.com/FunAudioLLM/CosyVoice,"Multi-lingual large voice generation model, providing inference, training and deployment full-stack ability.",Python,15826,False
RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,The communications platform that puts data protection first.,TypeScript,43222,False
konfig-dev/konfig,https://github.com/konfig-dev/konfig,SDK & API Docs Generator. Sunset as of December 2024,TypeScript,1535,False
meteor/meteor,https://github.com/meteor/meteor,"Meteor, the JavaScript App Platform",JavaScript,44680,False
Project-DARC/DARC,https://github.com/Project-DARC/DARC,"Decentralized Autonomous Regulated Company (DARC), a company virtual machine that runs on any EVM-compatible blockchain, with on-chain law system, multi-level tokens and dividends mechanism.",TypeScript,9244,False
anoma/anoma,https://github.com/anoma/anoma,Reference implementation of Anoma,Elixir,33671,False
unitreerobotics/unitree_rl_gym,https://github.com/unitreerobotics/unitree_rl_gym,,Python,2203,False
libredirect/browser_extension,https://github.com/libredirect/browser_extension,A browser extension that redirects popular sites to alternative privacy friendly frontends,JavaScript,3645,False
SimonBrazell/privacy-redirect,https://github.com/SimonBrazell/privacy-redirect,"A simple web extension that redirects Twitter, YouTube, Instagram & Google Maps requests to privacy friendly alternatives.",JavaScript,2107,False
ccfddl/ccf-deadlines,https://github.com/ccfddl/ccf-deadlines,"⏰ Collaboratively track deadlines of conferences recommended by CCF (Website, Python Cli, Wechat Applet) / If you find it useful, please star this project, thanks~",Vue,7782,False
fatedier/frp,https://github.com/fatedier/frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,Go,97549,False
bigskysoftware/htmx,https://github.com/bigskysoftware/htmx,</> htmx - high power tools for HTML,JavaScript,45698,False
labring/sealos,https://github.com/labring/sealos,"Sealos is an AI-native, application-centric cloud operating system that powers intelligent super applications. Set up development environments for any programming language or framework, deploy high-availability databases (like MySQL, PostgreSQL, Redis, and MongoDB) and run any Docker image.",TypeScript,16201,False
twbs/bootstrap,https://github.com/twbs/bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",MDX,172853,False
prometheus/prometheus,https://github.com/prometheus/prometheus,The Prometheus monitoring system and time series database.,Go,59963,False
Akylas/OSS-DocumentScanner,https://github.com/Akylas/OSS-DocumentScanner,Android document document scanning app ,C++,1401,False
microsoft/markitdown,https://github.com/microsoft/markitdown,Python tool for converting files and office documents to Markdown.,Python,71944,False
commaai/openpilot,https://github.com/commaai/openpilot,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars.",Python,55822,False
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,Explain complex systems using visuals and simple terms. Help you prepare for system design interviews.,N/A,75383,False
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,A feature-rich command-line audio/video downloader,Python,122852,False
jarun/nnn,https://github.com/jarun/nnn,n³ The unorthodox terminal file manager,C,20451,False
volitank/nala,https://github.com/volitank/nala,Nala is a front-end for libapt-pkg.,Python,1683,False
erikw/vim-keybindings-everywhere-the-ultimate-list,https://github.com/erikw/vim-keybindings-everywhere-the-ultimate-list,"The ultimate list of which programs support Vim-like keybindings natively, or how they can be added with extensions. A collaborative project.",Shell,2292,False
LINKlang/SillyTavern-Clewd-auto,https://github.com/LINKlang/SillyTavern-Clewd-auto,利用clewd + Sillytavern酒馆使用claude ai进行聊天,N/A,147,True
go-gitea/gitea,https://github.com/go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",Go,50187,False
solana-labs/solana,https://github.com/solana-labs/solana,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces.",Rust,14317,True
qodo-ai/qodo-cover,https://github.com/qodo-ai/qodo-cover,Qodo-Cover: An AI-Powered Tool for Automated Test Generation and Code Coverage Enhancement! 💻🤖🧪🐞,Python,5137,False
dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",MDX,60828,False
pypa/hatch,https://github.com/pypa/hatch,"Modern, extensible Python project management",Python,6766,False
projectmesa/mesa,https://github.com/projectmesa/mesa,"Mesa is an open-source Python library for agent-based modeling, ideal for simulating complex systems and exploring emergent behaviors.",Python,3102,False
swaywm/wlroots,https://github.com/swaywm/wlroots,A modular Wayland compositor library,C,2203,True
python-poetry/poetry,https://github.com/python-poetry/poetry,Python packaging and dependency management made easy,Python,33851,False
echasnovski/mini.surround,https://github.com/echasnovski/mini.surround,Neovim Lua plugin with fast and feature-rich surround actions. Part of 'mini.nvim' library.,Lua,538,False
jupyterlab/jupyterlab,https://github.com/jupyterlab/jupyterlab,JupyterLab computational environment.,TypeScript,14761,False
aperezdc/ngx-fancyindex,https://github.com/aperezdc/ngx-fancyindex,Fancy indexes module for the Nginx web server,C,900,False
tuna/mirror-web,https://github.com/tuna/mirror-web,Source code of the web interface of https://mirrors.tuna.tsinghua.edu.cn/ ,HTML,822,False
tuna/tunasync-scripts,https://github.com/tuna/tunasync-scripts,Custom scripts for mirror jobs,Python,477,False
nothings/stb,https://github.com/nothings/stb,stb single-file public domain libraries for C/C++,C,29658,False
xuwd1/wemeet-wayland-screenshare,https://github.com/xuwd1/wemeet-wayland-screenshare,"实现Linux Wayland下腾讯会议屏幕共享（非虚拟相机）. Hook library that enables screenshare with Tencent Wemeet on Linux Wayland, without the need of using virtual cameras.",C++,468,False
ammen99/wf-recorder,https://github.com/ammen99/wf-recorder,,C++,1069,False
Mange/rofi-emoji,https://github.com/Mange/rofi-emoji,Emoji selector plugin for Rofi,C,642,False
lin-ycv/EverythingPowerToys,https://github.com/lin-ycv/EverythingPowerToys,Everything search plugin for PowerToys Run,C#,3045,False
LGUG2Z/komorebi,https://github.com/LGUG2Z/komorebi,A tiling window manager for Windows 🍉,Rust,12374,False
DrKLO/Telegram,https://github.com/DrKLO/Telegram,Telegram for Android source,Java,27346,False
mark-when/markwhen,https://github.com/mark-when/markwhen,"Make a cascading timeline from markdown-like text. Supports simple American/European date styles, ISO8601, images, links, locations, and more.",HTML,4650,False
kestra-io/kestra,https://github.com/kestra-io/kestra,":zap: Universal Workflow Orchestration Platform — Code in any language, run anywhere. 800+ plugins for data, infrastructure, and AI automation.",Java,20314,False
XTLS/Xray-core,https://github.com/XTLS/Xray-core,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens. An open platform for various uses.",Go,30686,False
SagerNet/sing-box,https://github.com/SagerNet/sing-box,The universal proxy platform,Go,25951,False
MatsuriDayo/nekoray,https://github.com/MatsuriDayo/nekoray,不再维护，自寻替代品。 Qt based cross-platform GUI proxy configuration manager (backend: sing-box),C++,14838,True
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,:link: Some useful websites for programmers.,N/A,72739,False
rerun-io/rerun,https://github.com/rerun-io/rerun,"Visualize streams of multimodal data. Free, fast, easy to use, and simple to integrate. Built in Rust.",Rust,9064,False
j00ch/linux-ck-autobuild,https://github.com/j00ch/linux-ck-autobuild,A tool to automatically build ck kernels,Shell,7,False
dylanaraps/pfetch,https://github.com/dylanaraps/pfetch,🐧 A pretty system information tool written in POSIX sh.,Shell,2108,True
nwg-piotr/nwg-look,https://github.com/nwg-piotr/nwg-look,GTK3 settings editor adapted to work in the wlroots environment,Go,754,False
asdf-vm/asdf,https://github.com/asdf-vm/asdf,"Extendable version manager with support for Ruby, Node.js, Elixir, Erlang & more",Go,24079,False
SerenityOS/serenity,https://github.com/SerenityOS/serenity,The Serenity Operating System 🐞,C++,32196,False
LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,Truly independent web browser,C++,46779,False
hashicorp/terraform,https://github.com/hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",Go,46180,False
direnv/direnv,https://github.com/direnv/direnv,unclutter your .profile,Go,13934,False
slicer69/doas,https://github.com/slicer69/doas,"A port of OpenBSD's doas which runs on FreeBSD, Linux, NetBSD, and illumos",C,809,False
go-delve/delve,https://github.com/go-delve/delve,Delve is a debugger for the Go programming language.,Go,24126,False
spf13/cobra,https://github.com/spf13/cobra,A Commander for modern Go CLI interactions,Go,41465,False
didi/xiaoju-survey,https://github.com/didi/xiaoju-survey,"XIAOJUSURVEY is an enterprises form builder and analytics platform that allows users to create questionnaires, exams, polls, quizzes, and analyze data online.",TypeScript,3461,False
YaoFANGUK/video-subtitle-extractor,https://github.com/YaoFANGUK/video-subtitle-extractor,视频硬字幕提取，生成srt文件。无需申请第三方API，本地实现文本识别。基于深度学习的视频字幕提取框架，包含字幕区域检测、字幕内容提取。A GUI tool for extracting hard-coded subtitle (hardsub) from videos and generating srt files. ,Python,7731,False
wagoodman/dive,https://github.com/wagoodman/dive,A tool for exploring each layer in a docker image,Go,51731,False
kdeldycke/awesome-falsehood,https://github.com/kdeldycke/awesome-falsehood,😱 Falsehoods Programmers Believe in,N/A,26028,False
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,N/A,87838,False
elkowar/eww,https://github.com/elkowar/eww,ElKowars wacky widgets,Rust,11289,False
trufflesuite/truffle,https://github.com/trufflesuite/truffle,":warning: The Truffle Suite is being sunset. For information on ongoing support, migration options and FAQs, visit the Consensys blog. Thank you for all the support over the years.",TypeScript,13977,True
richards199999/Thinking-Claude,https://github.com/richards199999/Thinking-Claude,Let your Claude able to think,TypeScript,15445,False
catppuccin/sddm,https://github.com/catppuccin/sddm, 🔒 Soothing pastel theme for SDDM,Just,447,False
gunnarmorling/1brc,https://github.com/gunnarmorling/1brc,1️⃣🐝🏎️ The One Billion Row Challenge -- A fun exploration of how quickly 1B rows from a text file can be aggregated with Java,Java,7121,False
xmrig/xmrig,https://github.com/xmrig/xmrig,"RandomX, KawPow, CryptoNight and GhostRider unified CPU/GPU miner and RandomX benchmark",C,9410,False
chrisgrieser/cmp_yanky,https://github.com/chrisgrieser/cmp_yanky,cmp-source for clipboard history from yanky.nvim,Lua,46,False
numToStr/Comment.nvim,https://github.com/numToStr/Comment.nvim,":brain: :muscle: // Smart and powerful comment plugin for neovim. Supports treesitter, dot repeat, left-right/up-down motions, hooks, and more",Lua,4394,False
J-Lentz/iwgtk,https://github.com/J-Lentz/iwgtk,Lightweight wireless networking GUI (front-end for iwd),C,259,False
barryclark/jekyll-now,https://github.com/barryclark/jekyll-now,"Build a Jekyll blog in minutes, without touching the command line.",CSS,8367,False
shader-slang/slang,https://github.com/shader-slang/slang,Making it easier to work with shaders,C++,4424,False
altdesktop/playerctl,https://github.com/altdesktop/playerctl,"🎧 mpris media player command-line controller for vlc, mpv, RhythmBox, web browsers, cmus, mpd, spotify and others.",C,2702,False
Andrey0189/recordrofi,https://github.com/Andrey0189/recordrofi,Rofi video and audio recording script,Shell,31,False
bjesus/wttrbar,https://github.com/bjesus/wttrbar,"Custom module for showing the weather in Waybar, using the great wttr.in",Rust,260,False
basherpm/basher,https://github.com/basherpm/basher,A package manager for shell scripts.,Shell,1229,False
Zerodya/hyprfreeze,https://github.com/Zerodya/hyprfreeze,Utility to suspend a game process (and other programs) in Hyprland and Sway,Shell,101,False
kaii-lb/overskride,https://github.com/kaii-lb/overskride,A simple yet powerful bluetooth client. ,Rust,734,False
kencx/keyb,https://github.com/kencx/keyb,Create and view custom hotkey cheatsheets in the terminal,Go,226,False
Vladimir-csp/uwsm,https://github.com/Vladimir-csp/uwsm,Universal Wayland Session Manager,Python,804,False
apernet/OpenGFW,https://github.com/apernet/OpenGFW,"OpenGFW is a flexible, easy-to-use, open source implementation of GFW (Great Firewall of China) on Linux",Go,10509,False
dabealu/arch-sway,https://github.com/dabealu/arch-sway,Arch installation with swaywm,Rust,6,False
LGFae/swww,https://github.com/LGFae/swww,A Solution to your Wayland Wallpaper Woes,Rust,3245,False
NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",Python,15404,False
noctuid/tdrop,https://github.com/noctuid/tdrop,A Glorified WM-Independent Dropdown Creator,Shell,1215,False
hyprwm/contrib,https://github.com/hyprwm/contrib,Community scripts and utilities for Hypr projects,Shell,356,False
easymodo/qimgv,https://github.com/easymodo/qimgv,"Image viewer. Fast, easy to use. Optional video support.",C++,2737,False
umlx5h/gtrash,https://github.com/umlx5h/gtrash,A Featureful Trash CLI manager: alternative to rm and trash-cli ,Go,252,False
hyprland-community/awesome-hyprland,https://github.com/hyprland-community/awesome-hyprland,Awesome list for Hyprland [maintainer=@yavko],N/A,4005,False
VirtCode/hypr-dynamic-cursors,https://github.com/VirtCode/hypr-dynamic-cursors,"a plugin to make your hyprland cursor more realistic, also adds shake to find",C++,391,False
hyprwm/hypridle,https://github.com/hyprwm/hypridle,Hyprland's idle daemon,C++,549,False
hyprwm/hyprland-plugins,https://github.com/hyprwm/hyprland-plugins,Official plugins for Hyprland,C++,891,False
magnus-ISU/selectdefaultapplication,https://github.com/magnus-ISU/selectdefaultapplication,an ugly hack to be able to select default applications in linux in a better way,C++,44,False
hyprwm/hyprlock,https://github.com/hyprwm/hyprlock,Hyprland's GPU-accelerated screen locking utility,C++,1234,False
Matt-FTW/fzf.fish,https://github.com/Matt-FTW/fzf.fish,🔍🐟 Fzf plugin for Fish,Shell,3,False
tonyfettes/fcitx5-nord,https://github.com/tonyfettes/fcitx5-nord,Fcitx5 theme based on Nord color.,N/A,180,False
imsi32/yatline-githead.yazi,https://github.com/imsi32/yatline-githead.yazi,githead.yazi with yatline.yazi support,Lua,5,False
AnirudhG07/awesome-yazi,https://github.com/AnirudhG07/awesome-yazi,"A collection of Yazi's Plugins, flavours and more resources.",N/A,340,False
yazi-rs/plugins,https://github.com/yazi-rs/plugins,"Place code snippets from docs into this monorepo, so that users can update more easily via package manager.",Lua,304,False
KZDKM/Hyprspace,https://github.com/KZDKM/Hyprspace,Workspace overview plugin for Hyprland,C++,901,False
Snipaste/translations,https://github.com/Snipaste/translations, Translations for Snipaste,N/A,85,False
ErikReider/SwayOSD,https://github.com/ErikReider/SwayOSD,A GTK based on screen display for keyboard shortcuts like caps-lock and volume,Rust,880,False
jtheoof/swappy,https://github.com/jtheoof/swappy,"A Wayland native snapshot editing tool, inspired by Snappy on macOS",C,1260,False
doxygen/doxygen,https://github.com/doxygen/doxygen,Official doxygen git repository,C++,6114,False
ninja-build/ninja,https://github.com/ninja-build/ninja,a small build system with a focus on speed,C++,12188,False
agx/phosh,https://github.com/agx/phosh,A user interface for your mobile phone. Mirror of https://gitlab.gnome.org/World/Phosh/phosh,C,146,False
Aylur/astal,https://github.com/Aylur/astal,Building blocks for creating custom desktop shells ,Vala,822,False
Aylur/ags,https://github.com/Aylur/ags,Scaffolding CLI for Astal+Gnim,Go,2719,False
bit-team/backintime,https://github.com/bit-team/backintime,"A comfortable and well-configurable graphical Frontend for incremental backups, with a command-line version also available. Modified files are transferred, while unchanged files are linked to the new folder using rsync's hard link feature, saving storage space. Restoring is straightforward via file manager, command line or Back In Time itself.",Python,2394,False
containers/podman,https://github.com/containers/podman,Podman: A tool for managing OCI containers and pods.,Go,28345,False
gitroomhq/postiz-app,https://github.com/gitroomhq/postiz-app,"📨 The ultimate social media scheduling tool, with a bunch of AI  🤖",TypeScript,23081,False
minio/minio,https://github.com/minio/minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",Go,54641,False
getmaxun/maxun,https://github.com/getmaxun/maxun,Easiest no code web data extraction platform. Instantly turn any website into API or spreadsheet.,TypeScript,13483,False
FluxML/Zygote.jl,https://github.com/FluxML/Zygote.jl,21st century AD,Julia,1538,False
MikeInnes/zygote-paper,https://github.com/MikeInnes/zygote-paper,,TeX,70,False
gulpjs/gulp,https://github.com/gulpjs/gulp,A toolkit to automate & enhance your workflow,JavaScript,33061,False
rollup/rollup,https://github.com/rollup/rollup,Next-generation ES module bundler,JavaScript,25948,False
parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,The zero configuration build tool for the web. 📦🚀,JavaScript,43927,False
zulip/zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,Python,23284,False
JuliaLang/julia,https://github.com/JuliaLang/julia,The Julia Programming Language,Julia,47506,False
android/nowinandroid,https://github.com/android/nowinandroid,A fully functional Android app built entirely with Kotlin and Jetpack Compose,Kotlin,19428,False
danielmiessler/SecLists,https://github.com/danielmiessler/SecLists,"SecLists is the security tester's companion. It's a collection of multiple types of lists used during security assessments, collected in one place. List types include usernames, passwords, URLs, sensitive data patterns, fuzzing payloads, web shells, and many more.",PHP,64996,False
laravel/framework,https://github.com/laravel/framework,The Laravel Framework.,PHP,33968,False
0x90n/InfoSec-Black-Friday,https://github.com/0x90n/InfoSec-Black-Friday,All the deals for InfoSec related software/tools this Black Friday,N/A,3832,False
FreeCAD/FreeCAD,https://github.com/FreeCAD/FreeCAD,"Official source code of FreeCAD, a free and opensource multiplatform 3D parametric modeler.",C++,25866,False
krahets/hello-algo,https://github.com/krahets/hello-algo,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version in translation",Java,115522,False
Melkeydev/go-blueprint,https://github.com/Melkeydev/go-blueprint,Go-blueprint allows users to spin up a quick Go project using a popular framework,Go,8030,False
leaningtech/webvm,https://github.com/leaningtech/webvm,Virtual Machine for the Web,JavaScript,15396,False
bombshell-dev/clack,https://github.com/bombshell-dev/clack,Effortlessly build beautiful command-line apps,TypeScript,6741,False
lutzroeder/netron,https://github.com/lutzroeder/netron,"Visualizer for neural network, deep learning and machine learning models",JavaScript,31201,False
gabm/Satty,https://github.com/gabm/Satty,Satty - Modern Screenshot Annotation.,Rust,1220,False
kolbusa/stalonetray,https://github.com/kolbusa/stalonetray,STAnd aLONE TRAY (notification area) implementation for X11,C,148,False
vietnh1009/ASCII-generator,https://github.com/vietnh1009/ASCII-generator,"ASCII generator (image to text, image to image, video to video)",Python,7974,False
Homebrew/install,https://github.com/Homebrew/install,📥 Homebrew (un)installer,Shell,2361,False
moson-mo/pacseek,https://github.com/moson-mo/pacseek,A terminal user interface for searching and installing Arch Linux packages,Go,478,False
topgrade-rs/topgrade,https://github.com/topgrade-rs/topgrade,Upgrade all the things,Rust,2779,False
o2sh/onefetch,https://github.com/o2sh/onefetch,Command-line Git information tool,Rust,11079,False
ljmill/catppuccin-icons,https://github.com/ljmill/catppuccin-icons,Beautiful icons themed in Catppuccin,N/A,63,False
Gustash/Hyprshot,https://github.com/Gustash/Hyprshot,Hyprshot is an utility to easily take screenshots in Hyprland using your mouse.,Shell,643,False
TeaM-TL/FotoKilof,https://github.com/TeaM-TL/FotoKilof,GUI for ImageMagick and Wand or Pillow,Python,380,False
longbridge/feishu-pages,https://github.com/longbridge/feishu-pages,Generate Feishu Wiki into a Markdown for work with Static Page Generators.,TypeScript,235,False
QwenLM/Qwen,https://github.com/QwenLM/Qwen,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.,Python,19081,False
ntdevlabs/tiny11builder,https://github.com/ntdevlabs/tiny11builder,Scripts to build a trimmed-down Windows 11 image.,PowerShell,12566,False
pytorch/pytorch,https://github.com/pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,92466,False
outline/outline,https://github.com/outline/outline,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible.",TypeScript,34565,False
arkohut/pensieve,https://github.com/arkohut/pensieve,"A passive recording project allows you to have complete control over your data. Automatically take screenshots of all your screens, index them, and save them locally.",Python,1290,False
chatboxai/chatbox,https://github.com/chatboxai/chatbox,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)",TypeScript,36273,False
MuiseDestiny/zotero-style,https://github.com/MuiseDestiny/zotero-style,Ethereal Style for Zotero,JavaScript,4396,False
GT-RIPL/Awesome-LLM-Robotics,https://github.com/GT-RIPL/Awesome-LLM-Robotics,"A comprehensive list of papers using large language/multi-modal models for Robotics/RL, including papers, codes, and related websites",N/A,3916,False
yoheinakajima/babyagi,https://github.com/yoheinakajima/babyagi,,Python,21748,False
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,CLI platform to experiment with codegen. Precursor to: https://lovable.dev,Python,54725,False
google/OpenSK,https://github.com/google/OpenSK,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2 standards.,Rust,3174,False
kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,Production-Grade Container Scheduling and Management,Go,116932,False
mfts/papermark,https://github.com/mfts/papermark,Papermark is the open-source DocSend alternative with built-in analytics and custom domains.,TypeScript,7074,False
RSSNext/Folo,https://github.com/RSSNext/Folo,🧡 Follow everything in one place,TypeScript,31449,False
DioxusLabs/dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, and mobile.",Rust,30053,False
DioxusLabs/taffy,https://github.com/DioxusLabs/taffy,A high performance rust-powered UI layout library,Rust,2645,False
ccbrown/iocraft,https://github.com/ccbrown/iocraft,"A Rust crate for beautiful, artisanally crafted CLIs, TUIs, and text-based IO.",Rust,717,False
gyscos/cursive,https://github.com/gyscos/cursive,A Text User Interface library for the Rust programming language,Rust,4601,False
blackmatrix7/ios_rule_script,https://github.com/blackmatrix7/ios_rule_script,分流规则、重写写规则及脚本。,JavaScript,22165,False
ratatui/ratatui,https://github.com/ratatui/ratatui,A Rust crate for cooking up terminal user interfaces (TUIs) 👨‍🍳🐀 https://ratatui.rs,Rust,14539,False
withastro/astro,https://github.com/withastro/astro,The web framework for content-driven websites. ⭐️ Star to support our work!,TypeScript,52891,False
PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,Python,20105,False
ImageMagick/ImageMagick,https://github.com/ImageMagick/ImageMagick,"ImageMagick is a free, open-source software suite for creating, editing, converting, and displaying images. It supports 200+ formats and offers powerful command-line tools and APIs for automation, scripting, and integration across platforms.",C,14235,False
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,Python,39243,False
rakyll/hey,https://github.com/rakyll/hey,"HTTP load generator, ApacheBench (ab) replacement",Go,19169,False
hatoo/oha,https://github.com/hatoo/oha,"Ohayou(おはよう), HTTP load generator, inspired by rakyll/hey with tui animation.",Rust,8741,False
manjaro/pamac,https://github.com/manjaro/pamac,"Graphical Package Manager for Manjaro Linux with Alpm, AUR, Appstream, Flatpak and Snap support",Vala,301,False
epasveer/seer,https://github.com/epasveer/seer,Seer - a gui frontend to gdb,C++,3196,False
cncf/landscape,https://github.com/cncf/landscape,"🌄 The Cloud Native Interactive Landscape filters and sorts hundreds of projects and products, and shows details including GitHub stars, funding, first and last commits, contributor counts and headquarters location.",N/A,9662,False
apache/seatunnel,https://github.com/apache/seatunnel,"SeaTunnel is a multimodal, high-performance, distributed, massive data integration tool.",Java,8725,False
apache/calcite,https://github.com/apache/calcite,Apache Calcite,Java,4911,False
dataease/dataease,https://github.com/dataease/dataease,🔥 人人可用的开源 BI 工具，数据可视化神器。An open-source BI tool alternative to Tableau.,Java,21368,False
